Virus Strain Name	Accession ID	Data Source	Related ID	Lineage	Nuc.Completeness	Sequence Length	Sequence Quality	Quality Assessment	Host	Sample Collection Date	Location	Originating Lab	Submission Date	Submitting Lab	Create Time	Last Update Time
hCoV-19/India/HR-NII-1562/2023	EPI_ISL_17096475	GISAID	 	B	Complete	29689	Low	1071/0/NA/NA/NA	Homo sapiens	2023-02-01	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HP-NII-1580/2023	EPI_ISL_17096493	GISAID	 	XBB.1.5	Complete	29898	Low	31/0/NA/NA/NA	Homo sapiens	2023-02-15	India / Himachal Pradesh		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HP-NII-1568/2023	EPI_ISL_17096481	GISAID	 	XBB.1	Complete	29893	Low	36/0/NA/NA/NA	Homo sapiens	2023-02-17	India / Himachal Pradesh		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HP-NII-1566/2023	EPI_ISL_17096479	GISAID	 	B	Partial	29691	Low	1322/0/NA/NA/NA	Homo sapiens	2023-02-09	India / Himachal Pradesh		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HP-NII-1581/2023	EPI_ISL_17096494	GISAID	 	XBB.1	Complete	29901	Low	47/0/NA/NA/NA	Homo sapiens	2023-02-20	India / Himachal Pradesh		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1570/2023	EPI_ISL_17096483	GISAID	 	B.1.1	Partial	29175	Low	1471/0/NA/NA/NA	Homo sapiens	2023-02-11	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1575/2023	EPI_ISL_17096488	GISAID	 	Unassigned	Complete	29596	Low	4808/0/NA/NA/NA	Homo sapiens	2023-02-14	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1571/2023	EPI_ISL_17096484	GISAID	 	B	Complete	29540	Low	979/0/NA/NA/NA	Homo sapiens	2023-02-13	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1574/2023	EPI_ISL_17096487	GISAID	 	BN.1.1	Complete	29731	Low	28/0/NA/NA/NA	Homo sapiens	2023-02-14	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HP-NII-1565/2023	EPI_ISL_17096478	GISAID	 	B	Partial	28945	Low	139/0/NA/NA/NA	Homo sapiens	2023-02-14	India / Himachal Pradesh		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1561/2023	EPI_ISL_17096474	GISAID	 	B	Partial	29240	Low	295/0/NA/NA/NA	Homo sapiens	2023-01-30	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1579/2023	EPI_ISL_17096492	GISAID	 	XBB.1.9.1	Complete	29901	Low	31/0/NA/NA/NA	Homo sapiens	2023-02-13	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HP-NII-1567/2023	EPI_ISL_17096480	GISAID	 	XBB.1	Complete	29899	Low	31/0/NA/NA/NA	Homo sapiens	2023-02-16	India / Himachal Pradesh		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1572/2023	EPI_ISL_17096485	GISAID	 	XBB.1.5	Complete	29693	Low	31/0/NA/NA/NA	Homo sapiens	2023-02-12	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1564/2023	EPI_ISL_17096477	GISAID	 	XBB.1	Complete	29692	Low	31/0/NA/NA/NA	Homo sapiens	2023-01-27	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1563/2023	EPI_ISL_17096476	GISAID	 	XBB.1	Complete	29868	Low	31/0/NA/NA/NA	Homo sapiens	2023-01-27	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1576/2023	EPI_ISL_17096489	GISAID	 	XBB.1.5	Complete	29842	Low	31/0/NA/NA/NA	Homo sapiens	2023-02-13	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1569/2023	EPI_ISL_17096482	GISAID	 	XBB.1	Complete	29782	Low	31/0/NA/NA/NA	Homo sapiens	2023-02-10	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1577/2023	EPI_ISL_17096490	GISAID	 	XBB.1.5	Complete	29891	Low	31/0/NA/NA/NA	Homo sapiens	2023-02-10	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/HR-NII-1573/2023	EPI_ISL_17096486	GISAID	 	XBB.1.5	Complete	29694	Low	31/0/NA/NA/NA	Homo sapiens	2023-02-12	India / Haryana		2023-03-06		2023-03-11 15:12:43	2023-03-11 15:12:43
hCoV-19/India/MH_BJCOG5125/2023	EPI_ISL_17182946	GISAID	 	XBB.1	Complete	29721	Low	440/0/NA/NA/NA	Homo sapiens	2023-02-28	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5111/2023	EPI_ISL_17182937	GISAID	 	XBB.2	Partial	29427	Low	1020/0/NA/NA/NA	Homo sapiens	2023-02-25	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5090/2023	EPI_ISL_17182919	GISAID	 	XBB.1	Partial	29427	Low	2185/0/NA/NA/NA	Homo sapiens	2023-02-14	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5121/2023	EPI_ISL_17182944	GISAID	 	XBB.1	Complete	29721	Low	220/0/NA/NA/NA	Homo sapiens	2023-02-27	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5108/2023	EPI_ISL_17182934	GISAID	 	XBB.1.9.1	Complete	29722	Low	5574/0/NA/NA/NA	Homo sapiens	2023-02-20	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5080/2023	EPI_ISL_17182910	GISAID	 	XBB.1	Partial	29433	Low	4319/0/NA/NA/NA	Homo sapiens	2023-02-09	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5083/2023	EPI_ISL_17182913	GISAID	 	BA.2.10.1	Partial	29436	Low	1848/0/NA/NA/NA	Homo sapiens	2023-02-11	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5104/2023	EPI_ISL_17182933	GISAID	 	XBB.1.9.1	Partial	29105	Low	7368/0/NA/NA/NA	Homo sapiens	2023-02-21	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5077/2023	EPI_ISL_17182907	GISAID	 	XBB.1	Partial	29427	Low	664/0/NA/NA/NA	Homo sapiens	2023-02-08	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5088/2023	EPI_ISL_17182917	GISAID	 	BA.2.10.1	Partial	29433	Low	1714/0/NA/NA/NA	Homo sapiens	2023-02-13	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5096/2023	EPI_ISL_17182925	GISAID	 	XBB.1	Complete	29731	Low	203/0/NA/NA/NA	Homo sapiens	2023-02-17	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5071/2023	EPI_ISL_17182903	GISAID	 	XBB.1.5	Complete	29730	Low	409/0/NA/NA/NA	Homo sapiens	2023-01-31	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5089/2023	EPI_ISL_17182918	GISAID	 	XBB.1	Partial	29436	Low	3528/0/NA/NA/NA	Homo sapiens	2023-02-14	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5102/2023	EPI_ISL_17182931	GISAID	 	XBB.1	Complete	29734	Low	4369/0/NA/NA/NA	Homo sapiens	2023-02-21	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5082/2023	EPI_ISL_17182912	GISAID	 	BA.2.75.2	Complete	29730	Low	288/0/NA/NA/NA	Homo sapiens	2023-02-09	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5103/2023	EPI_ISL_17182932	GISAID	 	Unassigned	Complete	29716	Low	9555/0/NA/NA/NA	Homo sapiens	2023-02-22	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5081/2023	EPI_ISL_17182911	GISAID	 	BA.2.75.2	Complete	29721	Low	1630/0/NA/NA/NA	Homo sapiens	2023-02-09	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5085/2023	EPI_ISL_17182915	GISAID	 	XBB.1	Partial	29436	Low	5955/0/NA/NA/NA	Homo sapiens	2023-02-11	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5086/2023	EPI_ISL_17182916	GISAID	 	BA.2.10.1	Partial	29427	Low	1584/0/NA/NA/NA	Homo sapiens	2023-02-13	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5084/2023	EPI_ISL_17182914	GISAID	 	XBB.1	Partial	29427	Low	1961/0/NA/NA/NA	Homo sapiens	2023-02-11	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5101/2023	EPI_ISL_17182930	GISAID	 	XBB.1	Complete	29721	Low	437/0/NA/NA/NA	Homo sapiens	2023-02-21	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5079/2023	EPI_ISL_17182909	GISAID	 	XBB.1.5	Complete	29729	Low	636/0/NA/NA/NA	Homo sapiens	2023-02-07	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5136/2023	EPI_ISL_17182956	GISAID	 	XBB.1	Complete	29721	Low	481/0/NA/NA/NA	Homo sapiens	2023-03-02	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5120/2023	EPI_ISL_17182943	GISAID	 	XBB.1	Complete	29717	Low	462/0/NA/NA/NA	Homo sapiens	2023-02-27	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5078/2023	EPI_ISL_17182908	GISAID	 	BA.2.10.1	Partial	29415	Low	4312/0/NA/NA/NA	Homo sapiens	2023-02-07	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5094/2023	EPI_ISL_17182923	GISAID	 	XBB.1.5	Complete	29725	Low	240/0/NA/NA/NA	Homo sapiens	2023-02-14	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5074/2023	EPI_ISL_17182905	GISAID	 	XBB.1	Complete	29721	Low	210/0/NA/NA/NA	Homo sapiens	2023-02-03	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5100/2023	EPI_ISL_17182929	GISAID	 	BA.2.10.1	Partial	29457	Low	5243/0/NA/NA/NA	Homo sapiens	2023-02-20	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5092/2023	EPI_ISL_17182921	GISAID	 	XBB.1	Complete	29731	Low	282/0/NA/NA/NA	Homo sapiens	2023-02-11	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5076/2023	EPI_ISL_17182906	GISAID	 	XBB.1.5	Partial	29664	Low	577/0/NA/NA/NA	Homo sapiens	2023-02-04	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5099/2023	EPI_ISL_17182928	GISAID	 	XBB.1.5	Partial	29427	Low	2683/0/NA/NA/NA	Homo sapiens	2023-02-20	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5093/2023	EPI_ISL_17182922	GISAID	 	BA.2.10.1	Partial	29427	Low	1045/0/NA/NA/NA	Homo sapiens	2023-02-11	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5097/2023	EPI_ISL_17182926	GISAID	 	XBB.1	Complete	29721	Low	504/0/NA/NA/NA	Homo sapiens	2023-02-20	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5091/2023	EPI_ISL_17182920	GISAID	 	XBB.1.5	Partial	29427	Low	1672/0/NA/NA/NA	Homo sapiens	2023-02-10	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5072/2023	EPI_ISL_17182904	GISAID	 	BA.2.10.1	Partial	29427	Low	727/0/NA/NA/NA	Homo sapiens	2023-02-01	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5098/2023	EPI_ISL_17182927	GISAID	 	XBB.1	Complete	29726	Low	494/0/NA/NA/NA	Homo sapiens	2023-02-20	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5115/2023	EPI_ISL_17182939	GISAID	 	XBB.1	Complete	29721	Low	614/0/NA/NA/NA	Homo sapiens	2023-02-27	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5119/2023	EPI_ISL_17182942	GISAID	 	BA.2.10.1	Partial	29429	Low	4143/0/NA/NA/NA	Homo sapiens	2023-02-26	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5070/2023	EPI_ISL_17182902	GISAID	 	BQ.1.2	Partial	29408	Low	4408/0/NA/NA/NA	Homo sapiens	2023-01-30	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5134/2023	EPI_ISL_17182954	GISAID	 	XBB.1	Complete	29731	Low	271/0/NA/NA/NA	Homo sapiens	2023-02-28	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5128/2023	EPI_ISL_17182949	GISAID	 	XBB.1	Complete	29727	Low	258/0/NA/NA/NA	Homo sapiens	2023-03-01	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5095/2023	EPI_ISL_17182924	GISAID	 	XBB.1.5	Complete	29729	Low	263/0/NA/NA/NA	Homo sapiens	2023-02-10	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5135/2023	EPI_ISL_17182955	GISAID	 	XBB.1	Partial	29447	Low	691/0/NA/NA/NA	Homo sapiens	2023-03-02	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5122/2023	EPI_ISL_17182945	GISAID	 	XBB.1	Partial	29427	Low	1621/0/NA/NA/NA	Homo sapiens	2023-02-27	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5132/2023	EPI_ISL_17182953	GISAID	 	BA.2.10.1	Partial	29429	Low	1285/0/NA/NA/NA	Homo sapiens	2023-03-01	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5127/2023	EPI_ISL_17182948	GISAID	 	BA.2.10.1	Partial	29453	Low	1381/0/NA/NA/NA	Homo sapiens	2023-03-01	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5113/2023	EPI_ISL_17182938	GISAID	 	XBB.1	Complete	29716	Low	446/0/NA/NA/NA	Homo sapiens	2023-02-24	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5126/2023	EPI_ISL_17182947	GISAID	 	BM.1.1.1	Complete	29721	Low	512/0/NA/NA/NA	Homo sapiens	2023-02-28	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5117/2023	EPI_ISL_17182941	GISAID	 	XBB.1	Partial	29427	Low	1158/0/NA/NA/NA	Homo sapiens	2023-02-22	India / Jharkhand		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5110/2023	EPI_ISL_17182936	GISAID	 	XBB.1.5	Partial	29427	Low	973/0/NA/NA/NA	Homo sapiens	2023-02-23	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5109/2023	EPI_ISL_17182935	GISAID	 	XBB.1	Complete	29729	Low	410/0/NA/NA/NA	Homo sapiens	2023-02-25	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5131/2023	EPI_ISL_17182952	GISAID	 	BA.2.10.1	Partial	29408	Low	1497/0/NA/NA/NA	Homo sapiens	2023-03-01	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5130/2023	EPI_ISL_17182951	GISAID	 	BA.2.10.1	Partial	29427	Low	664/0/NA/NA/NA	Homo sapiens	2023-03-01	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5116/2023	EPI_ISL_17182940	GISAID	 	BA.2.10.1	Partial	29447	Low	4005/0/NA/NA/NA	Homo sapiens	2023-02-19	India / Uttar Pradesh		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/MH_BJCOG5129/2023	EPI_ISL_17182950	GISAID	 	XBB.1	Partial	29427	Low	700/0/NA/NA/NA	Homo sapiens	2023-03-01	India / Maharashtra		2023-03-11		2023-03-16 07:32:10	2023-03-16 07:32:10
hCoV-19/India/TG-CDFD-MMG-564/2023	EPI_ISL_17165422	GISAID	 	XBB.1.5	Complete	29652	High	0/0/-/-/-	Homo sapiens	2023-02-25	India / Telangana / Hyderabad		2023-03-09		2023-03-16 07:32:37	2023-03-16 07:44:51
hCoV-19/India/TG-CDFD-MMG-566/2023	EPI_ISL_17165423	GISAID	 	XBB.1	Complete	29649	High	12/0/-/-/-	Homo sapiens	2023-02-28	India / Telangana / Hyderabad		2023-03-09		2023-03-16 07:32:37	2023-03-16 07:44:51
hCoV-19/India/TG-CDFD-MMG-567/2023	EPI_ISL_17165424	GISAID	 	XBB.1	Complete	29652	High	0/0/-/-/-	Homo sapiens	2023-03-01	India / Telangana / Hyderabad		2023-03-09		2023-03-16 07:32:37	2023-03-16 07:44:51
hCoV-19/India/MH_BJCOG5112/2023	EPI_ISL_17183710	GISAID	 	XBB.1	Complete	29705	Low	226/0/NA/NA/NA	Homo sapiens	2023-02-27	India / Maharashtra		2023-03-11		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/MH_BJCOG5133/2023	EPI_ISL_17183711	GISAID	 	BA.2.10.1	Partial	29445	Low	1260/0/NA/NA/NA	Homo sapiens	2023-03-01	India / Maharashtra		2023-03-11		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/MH-MCL-1329_3_11577/2023	EPI_ISL_17186536	GISAID	 	XBB.1.9.1	Complete	29857	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-27	India / Maharashtra / Pune		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10301/2023	EPI_ISL_17190097	GISAID	 	XBB.1	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-25	India / Gujarat / Bhavnagar		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10282/2023	EPI_ISL_17190098	GISAID	 	XBB.1	Partial	29636	Low	5321/0/NA/NA/NA	Homo sapiens	2023-03-01	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10297/2023	EPI_ISL_17190088	GISAID	 	XBB.2	Partial	29426	Low	5429/0/NA/NA/NA	Homo sapiens	2023-02-27	India / Gujarat / Amreli		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10308/2023	EPI_ISL_17190086	GISAID	 	XBB.1	Complete	29802	Low	490/0/NA/NA/NA	Homo sapiens	2023-02-24	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10299/2023	EPI_ISL_17190089	GISAID	 	XBB.1	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-28	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10305/2023	EPI_ISL_17190078	GISAID	 	BE.4.1.1	Complete	29802	Low	56/0/NA/NA/NA	Homo sapiens	2023-02-26	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10279/2023	EPI_ISL_17190075	GISAID	 	XBB.1	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-25	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10281/2023	EPI_ISL_17190101	GISAID	 	XBB.1	Complete	29794	Low	474/0/NA/NA/NA	Homo sapiens	2023-02-27	India / Gujarat / Morbi		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10300/2023	EPI_ISL_17190080	GISAID	 	XBB.1.5	Complete	29802	Low	33/0/NA/NA/NA	Homo sapiens	2023-02-21	India / Gujarat / Vadodara		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10298/2023	EPI_ISL_17190084	GISAID	 	XBB.1.5	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-26	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10293/2023	EPI_ISL_17190094	GISAID	 	XBB.2	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-22	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10294/2023	EPI_ISL_17190095	GISAID	 	BN.1.5	Complete	29802	Low	279/0/NA/NA/NA	Homo sapiens	2023-02-18	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10295/2023	EPI_ISL_17190096	GISAID	 	BQ.1.1.7	Complete	29802	Low	148/0/NA/NA/NA	Homo sapiens	2023-02-10	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10306/2023	EPI_ISL_17190102	GISAID	 	XBB.2	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-23	India / Gujarat / Navsari		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10307/2023	EPI_ISL_17190085	GISAID	 	XBB.1.5	Complete	29802	Low	55/0/NA/NA/NA	Homo sapiens	2023-02-24	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10309/2023	EPI_ISL_17190079	GISAID	 	XBB.2	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-24	India / Gujarat / Patan		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10288/2023	EPI_ISL_17190100	GISAID	 	BA.2.10.1	Complete	29784	Low	1717/0/NA/NA/NA	Homo sapiens	2023-02-28	India / Gujarat / Gandhinagar		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10302/2023	EPI_ISL_17190081	GISAID	 	XBB.1.9.1	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-16	India / Gujarat / Vadodara		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10296/2023	EPI_ISL_17190087	GISAID	 	XBB.1	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-27	India / Gujarat / Amreli		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10303/2023	EPI_ISL_17190082	GISAID	 	XBB.1	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-18	India / Gujarat / Vadodara		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10290/2023	EPI_ISL_17190092	GISAID	 	XBB.1	Complete	29787	Low	1090/0/NA/NA/NA	Homo sapiens	2023-02-28	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10284/2023	EPI_ISL_17190083	GISAID	 	XBB.1	Complete	29802	Low	127/0/NA/NA/NA	Homo sapiens	2023-02-27	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10277/2023	EPI_ISL_17190073	GISAID	 	XBB.1	Complete	29802	Low	30/0/NA/NA/NA	Homo sapiens	2023-02-28	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10287/2023	EPI_ISL_17190103	GISAID	 	XBB.1	Complete	29636	Low	394/0/NA/NA/NA	Homo sapiens	2023-02-24	India / Gujarat / Ahmedabad		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
hCoV-19/India/GJ-GBRC10291/2023	EPI_ISL_17190091	GISAID	 	XBB.1	Complete	29787	Low	1696/0/NA/NA/NA	Homo sapiens	2023-02-27	India / Gujarat / Vadodara		2023-03-13		2023-03-18 05:38:41	2023-03-18 05:38:41
